Color,BT_Score,iteration
Amarillo,2.000727090688747,0
Azul,1.2769821815997704,0
Verde,3.3431213061759616e-08,0
Rojo,-1.276982215471104,0
Morado,-2.0007270902486267,0
Verde,0.5032827404472764,1
Rojo,0.5032825424682891,1
Amarillo,0.2770009537375194,1
Azul,0.27700076533619694,1
Morado,-1.5605670019892817,1
Amarillo,0.6229112391289429,2
Azul,0.32236905680174804,2
Rojo,0.1755158673499461,2
Verde,0.17551329057063364,2
Morado,-1.2963094538512707,2
Azul,0.42065848513352394,3
Amarillo,0.2097680733527119,3
Rojo,0.10607044904998982,3
Verde,-0.10044561637463059,3
Morado,-0.6360513911615951,3
Azul,0.3303205297790695,4
Amarillo,0.16482393771046966,4
Rojo,0.08297178413525369,4
Verde,-0.08025758862392397,4
Morado,-0.49785866300086884,4
Azul,0.34916932356287483,5
Amarillo,0.2790867014784623,5
Rojo,0.0031216814610148962,5
Verde,0.0031216367737470527,5
Morado,-0.634499343276099,5
Azul,0.360229427578006,6
Amarillo,0.3602292537376442,6
Rojo,0.12064167067099565,6
Verde,-0.23527542414419417,6
Morado,-0.6058249278424517,6
Amarillo,0.3114150626597585,7
Azul,0.31141493957059646,7
Rojo,0.104136620226867,7
Verde,-0.20440996826813118,7
Morado,-0.5225566541890908,7
Amarillo,0.36869338533498286,8
Azul,0.2754017172805089,8
Rojo,0.09169816818195832,8
Verde,-0.32087727619251527,8
Morado,-0.4149159946049348,8
Amarillo,0.3773607760086865,9
Azul,0.37736047523371175,9
Rojo,0.12533043785923306,9
Morado,-0.4183981498199969,9
Verde,-0.4616535392816344,9
Amarillo,0.5030242112815587,10
Azul,0.34529102063872474,10
Rojo,0.11495386441102212,10
Verde,-0.42172119956365905,10
Morado,-0.5415478967676466,10
Amarillo,0.49974447269924627,11
Azul,0.3904434555578354,11
Rojo,0.14191688093519736,11
Verde,-0.4233142285120028,11
Morado,-0.6087905806802762,11
Azul,0.4250384916284736,12
Amarillo,0.35876133528708337,12
Rojo,0.19567599140118638,12
Verde,-0.35398949934328633,12
Morado,-0.6254863189734571,12
Amarillo,0.3961755558547307,13
Azul,0.3348783289514948,13
Rojo,0.24387078840155918,13
Verde,-0.26600166271613335,13
Morado,-0.7089230104916514,13
Amarillo,0.3948890243051958,14
Azul,0.30957502089929434,14
Rojo,0.22521367017405186,14
Verde,-0.3043441744090749,14
Morado,-0.625333540969467,14
Amarillo,0.36756570150225976,15
Azul,0.2882156307456449,15
Rojo,0.2096497177408033,15
Verde,-0.28396704828251995,15
Morado,-0.581464001706188,15
Amarillo,0.34456355691092916,16
Azul,0.31971516194493793,16
Rojo,0.14780566024242453,16
Verde,-0.24178909488181494,16
Morado,-0.5702952842164768,16
Amarillo,0.3716898613425366,17
Azul,0.2780003895350017,17
Rojo,0.1393550856640406,17
Verde,-0.2280036430197942,17
Morado,-0.5610416935217847,17
Amarillo,0.37526386390403016,18
Azul,0.2863188119705724,18
Rojo,0.13283649627970703,18
Verde,-0.19371870307210767,18
Morado,-0.600700469082202,18
Amarillo,0.37666056124702674,19
Azul,0.271231432615324,19
Rojo,0.14640848972193327,19
Verde,-0.22569363299150433,19
Morado,-0.5686068505927797,19
Azul,0.3151267937632279,20
Amarillo,0.2952221350344855,20
Rojo,0.07897171708841769,20
Verde,-0.21419834420027717,20
Morado,-0.4751223016858539,20
Amarillo,0.3382701369406464,21
Azul,0.28125359231565467,21
Rojo,0.05649457788169272,21
Verde,-0.22329276006766877,21
Morado,-0.4527255470703251,21
Amarillo,0.3040668196417681,22
Azul,0.2679421636210879,22
Rojo,0.03608060548285917,22
Verde,-0.1770567245543081,22
Morado,-0.43103286419140713,22
Amarillo,0.2902991287534281,23
Azul,0.23864273597230212,23
Rojo,0.034340315408319735,23
Verde,-0.16931667796032504,23
Morado,-0.3939655021737249,23
Amarillo,0.27936074061224914,24
Azul,0.24627034737956213,24
Rojo,0.04974878840315786,24
Verde,-0.1295672983466632,24
Morado,-0.445812578048306,24
Amarillo,0.33234953717554433,25
Azul,0.2049292283221987,25
Rojo,0.0007152708499000469,25
Verde,-0.09330801882374191,25
Morado,-0.4446860175239012,25
Amarillo,0.33624311225361775,26
Azul,0.24379117092689764,26
Rojo,-0.04443076407932793,26
Verde,-0.059554114143123026,26
Morado,-0.47604940495806447,26
Amarillo,0.3389142272091646,27
Azul,0.2349676142727276,27
Rojo,-0.042816624739970624,27
Verde,-0.057395487198599895,27
Morado,-0.4736697295433217,27
Amarillo,0.37174823357143094,28
Azul,0.21351923314161148,28
Verde,-0.012832010789858139,28
Rojo,-0.055157716933251784,28
Morado,-0.5172777389899326,28
Amarillo,0.3584871240711559,29
Azul,0.20595708713457905,29
Verde,-0.012473427402934743,29
Rojo,-0.053324364558805466,29
Morado,-0.4986464192439948,29
Amarillo,0.40136254536047333,30
Azul,0.18596435752005006,30
Rojo,-0.025530611460646068,30
Verde,-0.06512009754894807,30
Morado,-0.4966761938709293,30
Amarillo,0.3613479876083735,31
Azul,0.20542366357728514,31
Rojo,0.013522826310832575,31
Verde,-0.11410602813956021,31
Morado,-0.466188449356931,31
Amarillo,0.36381256960080094,32
Azul,0.1749305273512352,32
Rojo,0.06314915668564322,32
Verde,-0.09788271914852423,32
Morado,-0.5040095344891551,32
