Color,BT_Score,iteration
red,0.2786598402471796,40
green,0.21845964949522312,40
blue,0.019906935358655176,40
yellow,-0.19821626486777433,40
purple,-0.31881016023327646,40
red,0.27195930113069977,41
green,0.22298996611798572,41
blue,0.029095767897047153,41
yellow,-0.21295504929128128,41
purple,-0.31108998585443004,41
red,0.2653894307201625,42
green,0.21762082481723866,42
blue,0.02839697544061437,42
yellow,-0.2078425372791557,42
purple,-0.30356469369885275,42
red,0.221319429127945,43
green,0.212029316712524,43
blue,0.018448764827141417,43
yellow,-0.1840615027625887,43
purple,-0.2677360079050217,43
red,0.216261656911378,44
green,0.20718862387068526,44
blue,0.018028015918872597,44
yellow,-0.17986708549348407,44
purple,-0.26161121120741626,44
red,0.22031001778410797,45
green,0.19370839557804942,45
blue,0.01762059204160238,45
yellow,-0.1758760176323122,45
purple,-0.25576298777143336,45
red,0.19806334755686095,46
green,0.1980619461822144,46
blue,0.017223840159360293,46
yellow,-0.17198424721701144,46
purple,-0.24136488668140998,46
red,0.20230997315063348,47
green,0.17688904200937117,47
blue,0.02526463991024741,47
yellow,-0.168294781104116,47
purple,-0.23616887396614317,47
red,0.19808385248953897,48
green,0.17320292120412262,48
blue,0.024738957432141717,48
yellow,-0.16479410864774025,48
purple,-0.2312316224780986,48
red,0.18571619916290416,49
green,0.16138603852294864,49
blue,0.016127200127854735,49
yellow,-0.1694414760760452,49
purple,-0.19378796173764812,49
